year,state,county,"HAY, ALFALFA - ACRES HARVESTED","HAY, ALFALFA - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE","HAY, ALFALFA, IRRIGATED - ACRES HARVESTED","HAY, ALFALFA, IRRIGATED - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA, IRRIGATED - YIELD, MEASURED IN TONS / ACRE","HAY, ALFALFA, NON-IRRIGATED - ACRES HARVESTED","HAY, ALFALFA, NON-IRRIGATED - PRODUCTION, MEASURED IN TONS","HAY, ALFALFA, NON-IRRIGATED - YIELD, MEASURED IN TONS / ACRE",irr_share
2022,Alabama,Pickens,270,720,2.6666666666666665,NA,NA,NA,NA,NA,NA,NA
2007,Alabama,Pike,54,359,6.648148148148148,0,NA,NA,NA,NA,NA,0
2012,Alabama,Pike,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Alabama,Pike,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2022,Alabama,Pike,600,2011,3.3516666666666666,0,NA,NA,NA,NA,NA,0
2007,Alabama,Randolph,0,285,Inf,NA,NA,NA,NA,NA,NA,NA
2012,Alabama,Randolph,38,67,1.763157894736842,NA,NA,NA,NA,NA,NA,NA
2017,Alabama,Randolph,42,106,2.5238095238095237,NA,NA,NA,NA,NA,NA,NA
2022,Alabama,Randolph,327,503,1.5382262996941896,NA,NA,NA,NA,NA,NA,NA
2007,Alabama,Russell,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Alabama,Russell,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2022,Alabama,Russell,667,1017,1.5247376311844079,NA,NA,NA,NA,NA,NA,NA
2007,Alabama,Saint Clair,0,243,Inf,0,NA,NA,NA,NA,NA,NA
2017,Alabama,Saint Clair,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2022,Alabama,Saint Clair,64,387,6.046875,NA,NA,NA,NA,NA,NA,NA
2017,Alabama,Shelby,21,6,0.2857142857142857,NA,NA,NA,NA,NA,NA,NA
2022,Alabama,Shelby,185,296,1.6,NA,NA,NA,NA,NA,NA,NA
2007,Alabama,Sumter,62,61,0.9838709677419355,NA,NA,NA,NA,NA,NA,NA
2012,Alabama,Sumter,214,178,0.8317757009345794,NA,NA,NA,NA,NA,NA,NA
2022,Alabama,Sumter,90,252,2.8,NA,NA,NA,NA,NA,NA,NA
2007,Alabama,Talladega,135,510,3.7777777777777777,0,NA,NA,NA,NA,NA,0
2022,Alabama,Talladega,673,488,0.725111441,NA,NA,NA,NA,NA,NA,NA
2017,Alabama,Tallapoosa,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2022,Alabama,Tallapoosa,72,180,2.5,NA,NA,NA,NA,NA,NA,NA
2007,Alabama,Tuscaloosa,46,35,0.7608695652173914,NA,NA,NA,NA,NA,NA,NA
2012,Alabama,Tuscaloosa,32,14,0.4375,NA,NA,NA,NA,NA,NA,NA
2017,Alabama,Tuscaloosa,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2022,Alabama,Tuscaloosa,165,300,1.8181818181818181,NA,NA,NA,NA,NA,NA,NA
2007,Alabama,Walker,138,224,1.6231884057971016,NA,NA,NA,NA,NA,NA,NA
2012,Alabama,Walker,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2022,Alabama,Walker,276,419,1.5181159420289856,NA,NA,NA,NA,NA,NA,NA
2007,Alabama,Washington,86,75,0.872093023,NA,NA,NA,NA,NA,NA,NA
2012,Alabama,Washington,60,260,4.333333333333333,NA,NA,NA,NA,NA,NA,NA
2022,Alabama,Washington,388,772,1.9896907216494846,0,NA,NA,NA,NA,NA,0
2007,Alabama,Wilcox,0,0,NA,0,NA,NA,NA,NA,NA,NA
2012,Alabama,Wilcox,32,34,1.0625,NA,NA,NA,NA,NA,NA,NA
2022,Alabama,Wilcox,229,944,4.1222707423580784,NA,NA,NA,NA,NA,NA,NA
2007,Alabama,Winston,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Alabama,Winston,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Alabama,Winston,24,76,3.1666666666666665,NA,NA,NA,NA,NA,NA,NA
2022,Alabama,Winston,926,2254,2.4341252699784017,0,NA,NA,NA,NA,NA,0
2007,Arizona,Apache,0,4372,Inf,0,NA,NA,NA,NA,NA,NA
2009,Arizona,Apache,800,2000,2.5,NA,NA,NA,NA,NA,NA,NA
2010,Arizona,Apache,1100,4100,3.75,NA,NA,NA,NA,NA,NA,NA
2012,Arizona,Apache,2125,5414,2.547764705882353,1981,NA,NA,NA,NA,NA,0.932235294
2013,Arizona,Apache,1000,3700,3.7,NA,NA,NA,NA,NA,NA,NA
2014,Arizona,Apache,900,3000,3.35,NA,NA,NA,NA,NA,NA,NA
2015,Arizona,Apache,1000,2300,2.3,NA,NA,NA,NA,NA,NA,NA
2016,Arizona,Apache,1100,3300,3,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Apache,3172,8141,2.6,2172,NA,NA,NA,NA,NA,0.6847414880201765
2022,Arizona,Apache,1313,3601,2.742574257425743,1313,NA,NA,NA,NA,NA,1
2005,Arizona,Cochise,13000,105000,8.08,NA,NA,NA,NA,NA,NA,NA
2006,Arizona,Cochise,21000,151000,7.19,NA,NA,NA,NA,NA,NA,NA
2007,Arizona,Cochise,19621,142696,7.272616074613934,19621,NA,NA,NA,NA,NA,1
2009,Arizona,Cochise,16500,115000,6.95,NA,NA,NA,NA,NA,NA,NA
2010,Arizona,Cochise,16000,99200,6.2,NA,NA,NA,NA,NA,NA,NA
2011,Arizona,Cochise,15000,107000,7.15,NA,NA,NA,NA,NA,NA,NA
2012,Arizona,Cochise,26652,183963,7.5,0,NA,NA,NA,NA,NA,0
2013,Arizona,Cochise,10000,74000,7.4,NA,NA,NA,NA,NA,NA,NA
2014,Arizona,Cochise,15000,126500,8.45,NA,NA,NA,NA,NA,NA,NA
2015,Arizona,Cochise,14500,104000,7.15,NA,NA,NA,NA,NA,NA,NA
2016,Arizona,Cochise,13600,101000,7.45,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Cochise,32119,203737,6.65,19119,NA,NA,NA,NA,NA,0.5952551449297924
2018,Arizona,Cochise,12500,92000,7.35,NA,NA,NA,NA,NA,NA,NA
2022,Arizona,Cochise,13401,85473,6.378106111484217,13401,NA,NA,NA,NA,NA,1
2007,Arizona,Coconino,0,141,Inf,0,NA,NA,NA,NA,NA,NA
2012,Arizona,Coconino,0,0,NA,0,NA,NA,NA,NA,NA,NA
2013,Arizona,Coconino,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Coconino,0,0,NA,0,NA,NA,NA,NA,NA,NA
2022,Arizona,Coconino,0,72,Inf,0,NA,NA,NA,NA,NA,NA
2007,Arizona,Gila,0,0,NA,0,NA,NA,NA,NA,NA,NA
2012,Arizona,Gila,237,1104,4.658227848101266,237,NA,NA,NA,NA,NA,1
2013,Arizona,Gila,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Gila,654,0,0,654,NA,NA,NA,NA,NA,1
2022,Arizona,Gila,269,0,0,269,NA,NA,NA,NA,NA,1
2007,Arizona,Graham,1973,0,0,1973,NA,NA,NA,NA,NA,1
2009,Arizona,Graham,2400,15000,6.25,NA,NA,NA,NA,NA,NA,NA
2010,Arizona,Graham,3400,20700,6.1,NA,NA,NA,NA,NA,NA,NA
2011,Arizona,Graham,2000,13500,6.75,NA,NA,NA,NA,NA,NA,NA
2012,Arizona,Graham,4732,27903,8.2,0,NA,NA,NA,NA,NA,0
2013,Arizona,Graham,2500,17800,7.1,NA,NA,NA,NA,NA,NA,NA
2015,Arizona,Graham,1800,7300,4.05,NA,NA,NA,NA,NA,NA,NA
2016,Arizona,Graham,2100,5500,2.6,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Graham,5352,25578,3.6,2852,NA,NA,NA,NA,NA,0.5328849028400597
2022,Arizona,Graham,3261,17228,5.283042011652867,3261,NA,NA,NA,NA,NA,1
2007,Arizona,Greenlee,1126,6767,6.0097690941385435,1126,NA,NA,NA,NA,NA,1
2012,Arizona,Greenlee,1048,4375,4.174618320610687,1048,NA,NA,NA,NA,NA,1
2013,Arizona,Greenlee,1000,7200,7.2,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Greenlee,652,4361,6.688650306748467,652,NA,NA,NA,NA,NA,1
2022,Arizona,Greenlee,833,2097,2.517406962785114,833,NA,NA,NA,NA,NA,1
2005,Arizona,Lapaz,70000,565000,8.07,NA,NA,NA,NA,NA,NA,NA
2006,Arizona,Lapaz,55000,440000,8,NA,NA,NA,NA,NA,NA,NA
2007,Arizona,Lapaz,120290,916583,7.75,60290,NA,NA,NA,NA,NA,0.5012054202344335
2008,Arizona,Lapaz,57000,489000,8.6,NA,NA,NA,NA,NA,NA,NA
2009,Arizona,Lapaz,60000,540000,9,NA,NA,NA,NA,NA,NA,NA
2010,Arizona,Lapaz,66000,574200,8.7,NA,NA,NA,NA,NA,NA,NA
2011,Arizona,Lapaz,52000,413000,7.95,NA,NA,NA,NA,NA,NA,NA
2012,Arizona,Lapaz,116008,943893,8.35,64008,NA,NA,NA,NA,NA,0.5517550513757672
2013,Arizona,Lapaz,60000,493000,8.2,NA,NA,NA,NA,NA,NA,NA
2014,Arizona,Lapaz,61000,477000,7.8,NA,NA,NA,NA,NA,NA,NA
2015,Arizona,Lapaz,62000,507000,8.2,NA,NA,NA,NA,NA,NA,NA
2016,Arizona,Lapaz,59000,517000,8.75,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Lapaz,127767,1031927,8.15,71267,NA,NA,NA,NA,NA,0.5577887874020678
2018,Arizona,Lapaz,49300,400000,8.1,NA,NA,NA,NA,NA,NA,NA
2022,Arizona,Lapaz,63156,474093,7.506697700931028,63156,NA,NA,NA,NA,NA,1
2005,Arizona,Maricopa,80000,665000,8.31,NA,NA,NA,NA,NA,NA,NA
2006,Arizona,Maricopa,78000,656000,8.41,NA,NA,NA,NA,NA,NA,NA
2007,Arizona,Maricopa,148394,1247404,8.7,75394,NA,NA,NA,NA,NA,0.5080663638691592
2008,Arizona,Maricopa,83000,746000,9,NA,NA,NA,NA,NA,NA,NA
2009,Arizona,Maricopa,87000,750000,8.6,NA,NA,NA,NA,NA,NA,NA
2010,Arizona,Maricopa,85000,714000,8.4,NA,NA,NA,NA,NA,NA,NA
2011,Arizona,Maricopa,80000,750000,9.4,NA,NA,NA,NA,NA,NA,NA
2012,Arizona,Maricopa,160189,1316971,9.05,75145,NA,NA,NA,NA,NA,0.46910212311706795
2013,Arizona,Maricopa,65000,519000,8,NA,NA,NA,NA,NA,NA,NA
2014,Arizona,Maricopa,71000,635000,8.95,NA,NA,NA,NA,NA,NA,NA
2015,Arizona,Maricopa,105000,945000,9,NA,NA,NA,NA,NA,NA,NA
2016,Arizona,Maricopa,107000,977000,9.15,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Maricopa,192170,1700552,9.15,87470,NA,NA,NA,NA,NA,0.4551699016495811
2018,Arizona,Maricopa,90700,768000,8.45,NA,NA,NA,NA,NA,NA,NA
2022,Arizona,Maricopa,105571,845442,8.008278788682498,105571,NA,NA,NA,NA,NA,1
2006,Arizona,Mohave,11500,94000,8.17,NA,NA,NA,NA,NA,NA,NA
2007,Arizona,Mohave,10374,58068,5.597455176402545,10374,NA,NA,NA,NA,NA,1
2009,Arizona,Mohave,9000,62000,6.9,NA,NA,NA,NA,NA,NA,NA
2010,Arizona,Mohave,9000,57000,6.35,NA,NA,NA,NA,NA,NA,NA
2012,Arizona,Mohave,11085,76754,6.924131709517366,11085,NA,NA,NA,NA,NA,1
2013,Arizona,Mohave,9300,40300,4.35,NA,NA,NA,NA,NA,NA,NA
2014,Arizona,Mohave,8600,53300,6.2,NA,NA,NA,NA,NA,NA,NA
2015,Arizona,Mohave,9500,76200,8,NA,NA,NA,NA,NA,NA,NA
2016,Arizona,Mohave,9700,86500,8.9,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Mohave,24060,207135,8.7,11860,NA,NA,NA,NA,NA,0.4929343308395677
2018,Arizona,Mohave,10200,91700,9,NA,NA,NA,NA,NA,NA,NA
2022,Arizona,Mohave,15810,115627,7.313535736875395,15810,NA,NA,NA,NA,NA,1
2007,Arizona,Navajo,2694,7561,2.8066072754268747,2694,NA,NA,NA,NA,NA,1
2012,Arizona,Navajo,0,0,NA,0,NA,NA,NA,NA,NA,NA
2013,Arizona,Navajo,2000,4600,2.3,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Navajo,2054,5285,2.573028238,2054,NA,NA,NA,NA,NA,1
2022,Arizona,Navajo,956,3357,3.5115062761506275,956,NA,NA,NA,NA,NA,1
2005,Arizona,Other (Combined) Counties,22000,164000,14.59,NA,NA,NA,NA,NA,NA,NA
2006,Arizona,Other (Combined) Counties,5500,42000,15.08,NA,NA,NA,NA,NA,NA,NA
2007,Arizona,Other (Combined) Counties,42000,275000,12.57,NA,NA,NA,NA,NA,NA,NA
2008,Arizona,Other (Combined) Counties,39000,262000,13.149999999999999,NA,NA,NA,NA,NA,NA,NA
2009,Arizona,Other (Combined) Counties,4600,23600,11.25,NA,NA,NA,NA,NA,NA,NA
2010,Arizona,Other (Combined) Counties,6100,30400,10.7,NA,NA,NA,NA,NA,NA,NA
2011,Arizona,Other (Combined) Counties,16000,87500,11.6,NA,NA,NA,NA,NA,NA,NA
2012,Arizona,Other (Combined) Counties,18800,111000,12.45,NA,NA,NA,NA,NA,NA,NA
2013,Arizona,Other (Combined) Counties,3200,22000,10.85,NA,NA,NA,NA,NA,NA,NA
2014,Arizona,Other (Combined) Counties,4700,25900,9.65,NA,NA,NA,NA,NA,NA,NA
2015,Arizona,Other (Combined) Counties,2100,10800,10.4,NA,NA,NA,NA,NA,NA,NA
2016,Arizona,Other (Combined) Counties,1400,6400,10.2,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Other (Combined) Counties,2000,10000,10.7,NA,NA,NA,NA,NA,NA,NA
2018,Arizona,Other (Combined) Counties,7500,32900,9.100000000000001,NA,NA,NA,NA,NA,NA,NA
2007,Arizona,Pima,1888,19303,10.224046610169491,1888,NA,NA,NA,NA,NA,1
2009,Arizona,Pima,2700,17400,6.45,NA,NA,NA,NA,NA,NA,NA
2010,Arizona,Pima,2400,22200,9.25,NA,NA,NA,NA,NA,NA,NA
2011,Arizona,Pima,2000,19000,9.5,NA,NA,NA,NA,NA,NA,NA
2012,Arizona,Pima,5048,36256,7.182250396196514,5048,NA,NA,NA,NA,NA,1
2013,Arizona,Pima,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2014,Arizona,Pima,2800,23000,8.2,NA,NA,NA,NA,NA,NA,NA
2015,Arizona,Pima,2800,24600,8.8,NA,NA,NA,NA,NA,NA,NA
2016,Arizona,Pima,2700,27000,10,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Pima,6666,51931,7,4166,NA,NA,NA,NA,NA,0.624962496
2018,Arizona,Pima,3300,24200,7.35,NA,NA,NA,NA,NA,NA,NA
2022,Arizona,Pima,5416,40528,7.483013294,5416,NA,NA,NA,NA,NA,1
2005,Arizona,Pinal,47000,430000,9.15,NA,NA,NA,NA,NA,NA,NA
2006,Arizona,Pinal,57500,497000,8.64,NA,NA,NA,NA,NA,NA,NA
2007,Arizona,Pinal,109495,850575,7.82,54495,NA,NA,NA,NA,NA,0.4976939586282479
2008,Arizona,Pinal,56000,494000,8.8,NA,NA,NA,NA,NA,NA,NA
2009,Arizona,Pinal,70000,610000,8.7,NA,NA,NA,NA,NA,NA,NA
2010,Arizona,Pinal,64000,531200,8.3,NA,NA,NA,NA,NA,NA,NA
2011,Arizona,Pinal,55000,485000,8.8,NA,NA,NA,NA,NA,NA,NA
2012,Arizona,Pinal,114391,895015,8.15,58571,NA,NA,NA,NA,NA,0.5120245473857209
2013,Arizona,Pinal,65000,576000,8.85,NA,NA,NA,NA,NA,NA,NA
2014,Arizona,Pinal,62000,570000,9.2,NA,NA,NA,NA,NA,NA,NA
2015,Arizona,Pinal,71500,587000,8.2,NA,NA,NA,NA,NA,NA,NA
2016,Arizona,Pinal,64000,515000,8.05,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Pinal,138960,1188142,8.45,70060,NA,NA,NA,NA,NA,0.5041738629821532
2018,Arizona,Pinal,67400,581700,8.65,NA,NA,NA,NA,NA,NA,NA
2022,Arizona,Pinal,65110,439850,6.755490708032561,65110,NA,NA,NA,NA,NA,1
2007,Arizona,Santa Cruz,0,0,NA,0,NA,NA,NA,NA,NA,NA
2012,Arizona,Santa Cruz,0,0,NA,0,NA,NA,NA,NA,NA,NA
2013,Arizona,Santa Cruz,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Santa Cruz,0,687,Inf,0,NA,NA,NA,NA,NA,NA
2022,Arizona,Santa Cruz,0,0,NA,0,NA,NA,NA,NA,NA,NA
2007,Arizona,Yavapai,0,2981,Inf,0,NA,NA,NA,NA,NA,NA
2012,Arizona,Yavapai,0,3871,Inf,0,NA,NA,NA,NA,NA,NA
2013,Arizona,Yavapai,1000,7400,7.4,NA,NA,NA,NA,NA,NA,NA
2014,Arizona,Yavapai,1000,5300,5.3,NA,NA,NA,NA,NA,NA,NA
2015,Arizona,Yavapai,1300,5800,4.45,NA,NA,NA,NA,NA,NA,NA
2016,Arizona,Yavapai,1300,6300,4.85,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Yavapai,2014,8309,5,1014,NA,NA,NA,NA,NA,0.5034756703078451
2022,Arizona,Yavapai,851,4386,5.153936545240893,851,NA,NA,NA,NA,NA,1
2005,Arizona,Yuma,28000,255000,9.11,NA,NA,NA,NA,NA,NA,NA
2006,Arizona,Yuma,21500,195000,9.07,NA,NA,NA,NA,NA,NA,NA
2007,Arizona,Yuma,50789,463082,9.4,25789,NA,NA,NA,NA,NA,0.5077674299553053
2008,Arizona,Yuma,25000,245000,9.8,NA,NA,NA,NA,NA,NA,NA
2009,Arizona,Yuma,27000,245000,9.05,NA,NA,NA,NA,NA,NA,NA
2010,Arizona,Yuma,27000,243000,9,NA,NA,NA,NA,NA,NA,NA
2011,Arizona,Yuma,28000,200000,7.15,NA,NA,NA,NA,NA,NA,NA
2012,Arizona,Yuma,58473,505148,9.1,33473,NA,NA,NA,NA,NA,0.5724522429155336
2013,Arizona,Yuma,30000,260000,8.65,NA,NA,NA,NA,NA,NA,NA
2014,Arizona,Yuma,33000,291000,8.8,NA,NA,NA,NA,NA,NA,NA
2015,Arizona,Yuma,28500,250000,8.75,NA,NA,NA,NA,NA,NA,NA
2016,Arizona,Yuma,23100,206000,8.9,NA,NA,NA,NA,NA,NA,NA
2017,Arizona,Yuma,49849,393926,7.6,29149,NA,NA,NA,NA,NA,0.5847459327168048
2018,Arizona,Yuma,19100,167500,8.75,NA,NA,NA,NA,NA,NA,NA
2022,Arizona,Yuma,28593,208858,7.304515091106214,28593,NA,NA,NA,NA,NA,1
2007,Arkansas,Ashley,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2022,Arkansas,Ashley,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Baxter,27,19,0.7037037037037037,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Benton,1058,2008,1.8979206049149338,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Benton,239,472,1.9748953974895398,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Benton,40,0,0,NA,NA,NA,NA,NA,NA,NA
2022,Arkansas,Benton,41,54,1.3170731707317074,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Boone,365,0,0,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Boone,241,557,2.3112033195020745,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Boone,230,552,2.4,NA,NA,NA,NA,NA,NA,NA
2022,Arkansas,Boone,84,235,2.7976190476190474,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Bradley,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Carroll,496,940,1.8951612903225807,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Carroll,104,217,2.0865384615384617,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Carroll,120,269,2.2416666666666667,NA,NA,NA,NA,NA,NA,NA
2022,Arkansas,Carroll,202,0,0,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Chicot,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Clark,120,0,0,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Clark,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Clark,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Clay,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Clay,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Clay,39,96,2.4615384615384617,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Cleburne,90,0,0,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Cleburne,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Cleveland,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Columbia,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Columbia,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Conway,119,0,0,0,NA,NA,NA,NA,NA,0
2012,Arkansas,Conway,105,231,2.2,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Craighead,222,222,1,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Craighead,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Crawford,174,0,0,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Crawford,54,144,2.6666666666666665,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Crawford,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Crittenden,60,180,3,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Drew,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Faulkner,135,0,0,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Faulkner,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Faulkner,170,282,1.6588235294117648,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Franklin,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Franklin,100,100,1,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Franklin,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Fulton,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Fulton,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Garland,0,0,NA,0,NA,NA,NA,NA,NA,NA
2012,Arkansas,Grant,131,185,1.4122137404580153,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Greene,0,0,NA,0,NA,NA,NA,NA,NA,NA
2012,Arkansas,Greene,178,628,3.5280898876404496,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Hempstead,395,1356,3.4329113924050634,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Hempstead,125,234,1.872,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Hempstead,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2022,Arkansas,Hempstead,300,1050,3.5,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Hot Spring,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Howard,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Independence,67,0,0,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Independence,49,0,0,NA,NA,NA,NA,NA,NA,NA
2022,Arkansas,Independence,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Izard,201,446,2.218905472636816,0,NA,NA,NA,NA,NA,0
2017,Arkansas,Izard,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Jackson,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Jefferson,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Johnson,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Lafayette,276,0,0,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Lafayette,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Lafayette,279,978,3.5053763440860215,NA,NA,NA,NA,NA,NA,NA
2022,Arkansas,Lafayette,150,450,3,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Lawrence,81,160,1.9753086419753085,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Lawrence,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Lawrence,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Lee,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Lincoln,110,106,0.9636363636363636,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Lincoln,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Little River,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Little River,70,102,1.457142857142857,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Logan,66,129,1.9545454545454546,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Logan,97,219,2.2577319587628866,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Logan,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Lonoke,0,0,NA,0,NA,NA,NA,NA,NA,NA
2007,Arkansas,Madison,585,1795,3.0683760683760686,0,NA,NA,NA,NA,NA,0
2012,Arkansas,Madison,315,612,1.9428571428571428,0,NA,NA,NA,NA,NA,0
2017,Arkansas,Madison,340,979,2.8794117647058823,0,NA,NA,NA,NA,NA,0
2022,Arkansas,Madison,305,1080,3.540983606557377,0,NA,NA,NA,NA,NA,0
2007,Arkansas,Marion,123,0,0,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Marion,16,37,2.3125,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Miller,138,250,1.8115942028985508,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Miller,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Miller,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Mississippi,0,0,NA,0,NA,NA,NA,NA,NA,NA
2007,Arkansas,Monroe,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Montgomery,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Montgomery,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Nevada,120,0,0,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Nevada,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Nevada,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Newton,139,0,0,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Newton,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Arkansas,Newton,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Perry,366,1037,2.8333333333333335,NA,NA,NA,NA,NA,NA,NA
2012,Arkansas,Perry,58,0,0,NA,NA,NA,NA,NA,NA,NA
2022,Arkansas,Perry,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2007,Arkansas,Phillips,0,0,NA,0,NA,NA,NA,NA,NA,NA
